"","NA.","Longterm_4","Longterm_5","Longterm_6","Longterm_7","Longterm_8","Longterm_9","Longterm_10","Longterm_11","Longterm_12","Longterm_13","Longterm_14","Longterm_15","Longterm_16","Probability_Threshold"
"1",NA,70.8468932112314,66.5128285356696,63.0582193154917,59.6628289473684,56.6628869010121,54.1951469583049,51.7826898857862,49.6873073196512,47.9394074404099,45.8655105450933,44.0769336196263,42.3847787937564,40.7670056918914,1
"2",NA,70.8468932112314,66.5128285356696,63.0582193154917,59.6628289473684,56.6628869010121,54.1951469583049,51.7826898857862,49.6873073196512,47.9394074404099,45.8655105450933,44.0769336196263,42.3847787937564,40.7670056918914,2
"3",NA,70.8468932112314,66.5128285356696,63.0582193154917,59.6628289473684,56.6628869010121,54.1951469583049,51.7826898857862,49.6873073196512,47.9394074404099,45.8655105450933,44.0769336196263,42.3847787937564,40.7670056918914,3
"4",NA,70.8420056764428,66.5128285356696,63.0582193154917,59.6628289473684,56.6628869010121,54.1951469583049,51.7826898857862,49.6873073196512,47.9394074404099,45.8655105450933,44.0769336196263,42.3847787937564,40.7670056918914,4
"5",NA,70.8420056764428,66.5076074627449,63.0527245004414,59.6570582671985,56.6628869010121,54.1951469583049,51.7762529314688,49.6806870733319,47.9394074404099,45.8655105450933,44.0769336196263,42.3847787937564,40.7670056918914,5
"6",NA,70.8420056764428,66.5076074627449,63.0527245004414,59.6570582671985,56.6568668626627,54.1889178450891,51.7762529314688,49.6806870733319,47.9326323293531,45.8585493632011,44.0698099415205,42.3774996536277,40.7595763542201,6
"7",NA,70.8420056764428,66.5076074627449,63.0527245004414,59.6570582671985,56.6568668626627,54.1889178450891,51.7762529314688,49.6806870733319,47.9326323293531,45.8585493632011,44.0698099415205,42.3774996536277,40.7595763542201,7
"8",NA,70.8371177717227,66.5076074627449,63.0527245004414,59.6570582671985,56.6568668626627,54.1889178450891,51.7762529314688,49.6806870733319,47.9326323293531,45.8585493632011,44.0698099415205,42.3774996536277,40.7633801502496,8
"9",NA,70.8371177717227,66.5076074627449,63.0527245004414,59.6570582671985,56.6568668626627,54.1826881996069,51.7633773453787,49.6674448310796,47.9190802958738,45.8376620443561,44.0575736806032,42.364896073903,40.711517811289,9
"10",NA,70.8322294970291,66.5023859813815,63.0472292444123,59.6455154829954,56.6448252688172,54.1764580217902,51.7633773453787,49.6674448310796,47.8987477160301,45.8000090370973,44.0208447613823,42.3978504586306,40.8153679958668,10
"11",NA,70.8224518375535,66.4971640915314,63.0417335473515,59.6455154829954,56.6448252688172,54.1764580217902,51.737619461338,49.6387028551286,47.8848125529354,45.8962841976317,44.0944158706833,42.4078898399702,41.6454954074653,11
"12",NA,70.8224518375535,66.4867190861792,63.0307408299222,59.6339707999177,56.6327816516844,54.1413796050944,51.7314794699109,49.6276384788261,47.8505173028898,45.8926864788604,44.0980573543016,43.8025521812247,42.4251726784344,12
"13",NA,70.8224518375535,66.4867190861792,63.0307408299222,59.6224242174968,56.6170910007562,54.1312246206454,51.7015081055239,49.6009172289103,47.8433826487284,47.406116918312,45.784688757514,44.0907241659886,42.4778761061947,13
"14",NA,70.8175624526874,66.4814959705813,63.0087501003452,59.6215549156726,56.6134453781513,54.1007440348927,51.7399067984844,49.6743609055868,49.4358486074744,47.6572958500669,45.8434466019417,44.0730424017332,42.335843294192,14
"15",NA,70.8077825724884,66.4658241715247,63.0083095821123,59.5984530568584,56.5820443846671,54.2020774315392,51.7812650260087,50.7004608294931,49.7345218958546,47.6023098167211,45.7373861426671,44.6974556339534,44.51062367562,15
"16",NA,70.8006814310051,66.4579746439192,62.9973102091613,59.5769199111038,56.564891916898,54.1582411908962,53.0666666666667,51.3909433602138,49.738684547875,47.5263584752636,47.0226205258328,46.7611802674043,47.7867074882,16
"17",NA,70.790898421232,66.4475228926978,62.9693586602948,59.5462593156833,56.5259480617871,55.5173661360347,53.5393020298592,51.5688553166764,49.6467310180117,49.4375916970059,48.3993859100472,49.9458633208076,50.8858267716535,17
"18",NA,70.781113929802,66.4344422700587,62.9358830146232,59.4948704214907,57.862023363456,55.8710809438057,53.6718041704442,51.5529469307899,50.5690047589489,50.4248328990597,51.9739751121218,52.6337734537874,52.6545345164686,18
"19",NA,70.7451039812114,66.3951758164304,62.9115908816789,59.5133294576862,58.283343105859,55.9633456449577,53.615095792818,52.8611752630228,52.152534965035,54.1405269761606,54.3714539613097,54.4137217211297,53.8308852719333,19
"20",NA,70.7232978441253,66.3742117425874,62.9548938917131,60.9949468548528,58.4501575414402,55.9679320914879,54.8125125325847,55.0732590682105,56.5292307692308,56.0069607121344,56.0920871642655,55.5123619965791,54.1538971258179,20
"21",NA,70.6970397604518,66.3191722840571,63.5730858468677,61.2199761135931,58.4465214788895,57.5024777006938,56.8871844039629,58.9593257603518,58.5500032746087,57.6288002267734,57.0625759416768,55.9961158763554,54.8114993974867,21
"22",NA,70.6578199052133,66.3110832222135,64.2455722070845,61.3931417315785,59.6937551000816,60.8199105747993,60.6900619286346,60.6033318325079,59.7489884095741,58.5738665875195,57.4516765285996,56.4334843147123,55.2876027152554,22
"23",NA,70.6212546461352,66.9753210676758,64.6269690150597,62.5121985222362,61.0390261008967,63.2934788886964,62.2846837883216,61.850409560897,60.5481016271767,59.0738038553106,57.8226857887875,56.879296841006,55.6582840236686,23
"24",NA,70.5980570734669,67.615746471899,64.7814685314685,63.7395546539149,64.4422636571802,64.5290096194567,63.4885679124296,62.5261396905061,60.9826376062061,59.3420531113753,58.2483351597404,57.2869753197622,55.9624233128834,24
"25",NA,70.6741744026784,67.810621242485,65.4094248342591,64.1487047656713,66.0740910654892,65.4796238244514,64.25934626485,62.7515813686026,61.0747450144619,59.6451058958214,58.595726122983,57.5444475472401,56.0443915973048,25
"26",NA,71.6170967106559,67.8529362274945,66.6914532695078,66.4116136470835,67.1511974264268,66.1365399534523,64.6989700698141,62.8655834564254,61.5843137254902,60.0235849056604,58.8920760129078,57.3946360153257,55.9877488514548,26
"27",NA,71.9695451813264,67.8833043993733,67.249406175772,68.2208994708995,67.9458794587946,66.5601065601066,64.8337595907928,63.2784646893727,61.7117117117117,60.2336650800519,58.7746816755859,57.3313638601674,55.9033613445378,27
"28",NA,72.0865232713574,67.8983440466562,68.1257344300823,69.1261030458298,68.3544303797468,66.7806111984686,64.8585593467483,63.3857654570939,61.7812293456709,60.3344005691924,58.7612293144208,57.2468162522741,55.3769819868407,28
"29",NA,72.1138941013298,68.0120223271791,70.3324013668841,69.8040136134257,68.6189208492955,66.7972575905975,65.1985667363392,63.375009954607,61.8163317222081,60.071057666029,58.5351619492267,56.8466880895615,54.8512003540215,29
"30",NA,72.1225311049973,69.3848290694028,71.4669243986254,70.26147728642,68.5247859844714,66.8236301369863,65.1452913433744,63.4325315939666,61.9452149791956,59.9775784753363,58.3441009839976,56.3224502818249,54.1501528705696,30
"31",NA,72.1974574872049,69.9565117875944,71.9894278949397,70.4607046070461,68.6318357389713,66.8947445042946,64.9304205861774,63.3641898090234,61.7157036511875,59.5513126491647,57.7325876970005,55.6376276341516,53.757225433526,31
"32",NA,72.1835075493612,71.9660428323365,72.4804236381049,70.57342481274,68.5600055145792,66.8541820873427,65.084907157594,63.4674394817593,61.4453477868112,59.219512195122,57.3005623828369,55.0615367557379,53.2355376789306,32
"33",NA,73.2463295269168,73.3842597245954,72.6770929162833,70.6402614881754,68.5914505956552,66.5711268667974,64.9024844217852,63.1661169935775,60.9553670232387,58.6960842774796,56.5360518211745,54.6174739701222,52.6658624849216,33
"34",NA,73.8034823694111,74.1613686876518,72.8241771113974,70.4624013565512,68.6068906484058,66.5746703465195,64.8429752066116,62.9136151063267,60.6134738426797,58.1984732824428,55.9948152948801,54.1734104046243,51.9985241667691,34
"35",NA,74.0108473370677,74.3736124326039,72.8314043670207,70.3261734287987,68.469380377413,66.4430577223089,64.6107433168524,62.3136339141369,60.2626785543093,57.4595938665561,55.6021173356859,53.3835471342827,51.3777555110221,35
"36",NA,75.7310486124045,74.7000972657517,72.7582017010936,70.2804492568431,68.1357426178933,66.3650793650794,64.1798671435871,61.7975471352737,59.5545134818288,56.9023569023569,54.884766722878,52.7488321954725,50.7185552588071,36
"37",NA,76.6190682244339,74.8389937799306,72.6745262638109,70.3266725772352,67.9844845591526,66.0167579761521,63.6033229491173,61.3447729180267,58.9415152417833,56.3344051446945,54.1904544416533,51.9980506822612,49.8186528497409,37
"38",NA,77.2552119355795,74.8140276301807,72.6168107227859,70.2030667219229,67.7521963041503,65.8650306748466,63.1893746151816,60.830017055145,58.315683308119,55.6950966473736,53.6353077816492,51.1944547592524,48.9645165545443,38
"39",NA,77.4518190509737,74.7297758561839,72.4433441249286,69.9244966442953,67.6030393737048,65.3639148795231,62.5838176128744,60.2592414786366,57.5145989140457,55.1235183338872,52.9079350129503,50.4898266767144,48.1550802139037,39
"40",NA,77.5643980130076,74.654803859264,72.3688435112053,69.7233425316635,67.4809397852809,64.7918065815984,61.9259798126762,59.6022616494443,56.7229518449031,54.2860352769352,51.9909123520268,49.7767572394438,47.6772616136919,40
"41",NA,77.4918109499298,74.4428195378766,72.2402808477441,69.3511340798163,66.9561784445322,64.211600612349,61.4492219869257,58.970297029703,56.2565942181895,53.6230235468092,51.2484848484848,48.8076723691032,46.6271209822045,41
"42",NA,77.4343285156662,74.1776803176673,72.1677953843119,69.1910749327713,66.5496049165935,63.5602726723617,60.9587763476963,58.1182849683703,55.6745182012848,52.7396470181105,50.7569230769231,48.3727034120735,45.5628767699425,42
"43",NA,77.3011378812971,74.1376207330974,71.894296527455,68.8599396481931,66.0906080917387,62.9246935201401,60.2193231234638,57.5526396093988,54.9696180555556,52.1037868162693,50.0499001996008,47.4707135250266,44.8590145257761,43
"44",NA,77.0596514019703,73.9945404913558,71.5865674643073,68.691832328196,65.5668082326037,62.3570098430434,59.5009596928983,57.0047315367208,54.0415704387991,51.280834914611,49.2548623389745,46.4575446187128,44.2585112521639,44
"45",NA,76.8337441796768,73.7680804118657,71.3365430257002,68.3723380239296,64.7994696718595,61.8198117436127,58.6601941747573,56.203007518797,53.1490357819641,50.5404756185443,48.5538776554901,45.4420647995607,43.5964912280702,45
"46",NA,76.6254642203869,73.6613782845811,70.9093402825401,67.8435550144575,64.2498325519089,61.1055641281656,57.8905942542306,55.4499366286438,52.6743398781313,49.8722783116409,47.7995586135272,44.6361486016418,42.5374240403142,46
"47",NA,76.2721362923111,73.4461152882206,70.6461453133666,67.4811741201783,63.6564250551689,60.3361190191937,57.4977640862566,54.4539614561028,51.8899166381181,49.0212975501662,46.7341306347746,43.8556933483653,41.726618705036,47
"48",NA,76.0325902455585,73.2166550830859,70.1107528389177,67.0498679509088,62.9311824266346,59.6152058741519,56.8353284377829,53.6511375947996,51.1149624494512,48.4297108673978,45.7333333333333,43.0506058446187,41.095475866243,48
"49",NA,75.8711298983206,73.0791266153161,70.0290019098819,66.4678647100369,62.3135622615331,58.9362901710205,56.1235897957109,53.1800766283525,50.508831442274,47.5542107917297,44.7987030532289,42.3071377072819,40.3796112046533,49
"50",NA,75.5709342560554,72.6338109618968,69.483165344199,65.7527733755943,61.7301280926478,58.2432176057674,55.3510846098489,52.3540489642185,49.8759598346131,46.6096283999489,44.189852700491,41.462703962704,39.2995505966217,50
"51",NA,75.3358534457691,72.2409763697741,69.0311418685121,65.2191330822851,61.1789697291556,57.8195416626714,54.3826774932334,51.695958804433,48.9595790480746,45.4851228978008,43.2022084195997,40.7958732498158,38.4819615805091,51
"52",NA,75.1304755761449,71.850638716017,68.6809994189425,64.5443499392467,60.4259889028101,57.145625423893,53.9625814589027,50.9185756407349,47.9254868755292,44.6738988367534,42.474169226473,39.8212956068503,37.3299588737741,52
"53",NA,74.8773133092887,71.512588383004,68.2558310107085,63.7823664372337,59.5821651442525,56.3766271899775,53.251168720782,50.2005730659026,47.3020922549859,43.9572051248184,41.6408232308994,39.1042981665164,36.5147881694644,53
"54",NA,74.5784927018171,71.0060751719073,67.9379157427938,63.2266600512693,59.1618734593262,55.5544564249678,52.3814643586711,49.5546558704454,46.456400742115,43.0251202565473,40.8721675929885,38.0461165048544,35.9115129985467,54
"55",NA,74.2376950780312,70.53354890865,67.3379577832476,62.705225435453,58.5972017673049,54.6181527389044,51.6122028009988,48.638541544934,45.8140985651903,42.4618706978,40.2701925840759,36.9188276814485,35.0928641251222,55
"56",NA,73.9193431538276,70.0523489020328,66.6917406348729,62.2203532380151,57.9098931723177,54.0960451977401,50.9378084896347,47.8989612842304,44.7584205878643,41.5166393889798,39.385150812065,36.1494341962486,34.3054869006426,56
"57",NA,73.5458749087369,69.557461406518,66.1455566517417,61.4784010863108,57.2206061743455,53.3442088091354,50.1937340861286,47.2744584622709,44.0932840576016,40.7641561297416,38.4311429825845,35.5,33.6047864384245,57
"58",NA,73.0441185494263,69.1871716892452,65.5684952497701,60.8576564238637,56.4471814306016,52.5221330039119,49.3457107706073,46.5848965848966,43.2383653474281,40.4043201329272,37.3983739837398,34.4816687737042,32.5933400605449,58
"59",NA,72.6203738086397,68.6585875470121,64.8828396875725,60.1278949187694,55.4907770237982,51.8341473552946,48.6065666252962,45.7128977410736,42.3446841694827,39.4736842105263,36.5238166343139,33.9129047695007,32.0176930928887,59
"60",NA,72.3192019950125,68.160741885626,64.1830677913152,59.4085317979587,54.6822258655608,51.002624671916,47.7438468550592,44.8774509803922,41.6732231838447,38.5494567517991,35.8518964479229,33.0703590404122,31.0943136918055,60
"61",NA,71.875785768167,67.7795854848978,63.7179285376987,58.8970006157094,54.0245566166439,50.386693505668,47.2033995635695,43.8800792864222,40.925313945803,37.4305654465176,34.9558868268938,32.1898878231182,30.3850156087409,61
"62",NA,71.3643558088003,67.1798161214454,63.1136489808867,58.0381713271194,53.1996461220879,49.6525179086924,46.5385505904145,42.9911216706265,40.1864181091878,36.5622305260132,34.136607828089,31.6187345932621,29.6787709497207,62
"63",NA,70.6498148857398,66.6618756737334,62.3659356491116,57.4624194702935,52.4772096710266,48.9056603773585,45.6542056074766,42.2631048387097,39.1397849462366,35.794053662074,33.271375464684,30.6671091934949,28.7577092511013,63
"64",NA,70.1196757174109,65.9171683469935,61.7184348527632,56.7435989902633,51.629674065187,47.9825992387167,44.8084855627578,41.6211408969635,38.2540328046631,35.0892595844308,32.4992180168908,29.871215922395,27.7471059661621,64
"65",NA,69.7303603837179,65.1798771570635,61.0844646776685,55.9396034200473,50.7471728594507,47.3153626999781,43.9895263032611,40.8299180327869,37.2677595628415,34.1794569067296,31.8002212739055,29.0001686056314,26.916156890968,65
"66",NA,69.1253263707572,64.5675097706659,60.3823119205841,55.2614708306621,50.2137187054753,46.6637207247017,43.1316042267051,39.9018595041322,36.2957843814789,33.3035714285714,30.9090909090909,28.2508924018358,26.2823998549937,66
"67",NA,68.6096888538795,63.772432794698,59.7054443157372,54.3960103435537,49.435202300267,45.8282276929932,42.3361201987156,39.0154968094804,35.321996097017,32.4055965097036,30.0048239266763,27.186801855989,25.4930606281958,67
"68",NA,68.0738437107126,63.1136465996097,59.1,53.4875046624394,48.6447341195945,44.9938195302843,41.4365990715856,38.2275825904562,34.3420126671358,31.740251858595,29.2793522267206,26.4098559777893,24.5296938399115,68
"69",NA,67.453018792483,62.3874044356975,58.3928121588714,52.5216409484381,47.5862068965517,44.0716390841079,40.7430188215032,37.3312152501986,33.7018140589569,30.8893310883208,28.2775510204082,25.7861635220126,23.7741456166419,69
"70",NA,66.9348890230001,61.6463414634146,57.5995940116722,51.7352550730135,46.8371750342069,43.2067703568161,39.9355478433317,36.2663813853972,32.9240434037693,30.1572617946346,27.2277227722772,25.1012145748988,22.8346456692913,70
"71",NA,66.3424518743668,60.9076923076923,56.7821190923051,51.0800994073791,46.1179465422147,42.4011982947344,38.95,35.228961231933,32.1151079136691,29.1090032654331,26.5869059488202,23.9076376554174,22.184493491794,71
"72",NA,65.7104010876954,60.2618734020299,56.0583941605839,50.1929012345679,45.4390087588122,41.3728912158232,38.2582431412031,34.3307943416757,31.2717770034843,27.9529411764706,25.729620932573,23.0975828111012,21.4326429792894,72
"73",NA,64.9022968803565,59.4641043668463,55.3346014179492,49.367827270959,44.4971434731055,40.6886858749122,37.2364744729489,33.5386721423682,30.3838265455611,27.2382157545081,24.839255499154,22.2503160556258,20.5893608878684,73
"74",NA,64.1791044776119,58.7809103795873,54.4471573072898,48.5098039215686,43.4801522566612,39.9339933993399,36.2214816713663,32.8181065415402,29.3683589138135,26.2797002073035,23.9045183290708,21.5155369798292,19.7840339375241,74
"75",NA,63.361918705989,58.031746031746,53.3720725479838,47.7883096366509,42.5252082419991,39.0122284221774,35.1554404145078,31.9788477595324,28.367316564965,25.3661677128601,23.0769230769231,20.6669109563943,19.2068429237947,75
"76",NA,62.5957416906753,57.2547139661234,52.5064324372283,46.695244741302,41.5699281370923,38.0165289256198,34.2372881355932,31.0668722837516,27.3873873873874,24.614885681855,22.1375368092846,19.8341013824885,18.671875,76
"77",NA,61.8727440016986,56.307394876752,51.6411769966908,45.863453815261,40.8154171772307,37.2104247104247,33.4427090169314,30.0268855242677,26.64851784634,23.6351748937561,21.2803069945927,19.1501206160698,18.0282796543598,77
"78",NA,61.0128388017118,55.435576845011,50.7352277852954,45.0627276406313,40.0673022994952,36.1199122593224,32.6892535733192,28.8530209970004,25.9146341463415,22.8185709581824,20.5479452054795,18.4097287184284,17.5369458128079,78
"79",NA,60.1007919366451,54.4903806794924,49.8909090909091,44.0044902541076,38.8397915250397,35.246405309082,31.5845681484448,27.9551337359793,24.7921157991993,21.9159887099452,19.8904787140081,17.8571428571429,16.7757287328971,79
"80",NA,59.2608727219923,53.5160118851106,48.8436123348018,43.0747067297798,37.9746835443038,34.1058371545421,30.8064516129032,27.1501087744743,24.0892884824058,20.996322300234,18.9593727726301,17.5061309186946,15.9680638722555,80
"81",NA,58.2985882525053,52.3833333333333,47.9800314320052,41.8976435170767,37.3048668503214,32.8123046142303,29.320652173913,26.4150943396226,22.7685562167241,20.2054217881798,18.2568149210904,16.7267210316708,15.2919927754365,81
"82",NA,57.3683434134828,51.3742960410188,47.0632108894276,40.8667434313828,35.8700696055684,32.054346458674,28.4033383499795,25.4497198466529,21.6574585635359,19.1962014583687,17.5919250180245,15.8256880733945,14.944612286002,82
"83",NA,56.5165700698469,50.2630239266927,45.9263445417726,39.9113082039911,35.0409356725146,31.1223842739379,27.2614279795608,24.3909685086156,20.759815609601,18.5760628308008,17.119073470865,15.248703668139,14.3608414239482,83
"84",NA,55.7965594614809,49.0572505999314,44.8646080760095,39.1281233386497,33.7070695149298,29.8385029479621,26.3488080301129,22.9094730520943,20.0992158745399,17.9037800687285,16.1807580174927,14.7291305186042,13.6613132750559,84
"85",NA,54.726518294983,48.1471883907748,44.0830383621927,37.6624771726286,32.615164861326,28.7964876033058,25.5856361341002,21.7779797061942,19.1780821917808,17.290767903365,15.5030236393623,14.291247095275,12.8226136829168,85
"86",NA,53.6366402921485,46.9665271966527,42.8461092875072,36.837551373567,31.4361191162344,27.3711676451402,24.3419190489669,20.9788077450831,18.3736406427528,16.5249088699879,14.7725179591085,13.4034677576466,12.5025704297759,86
"87",NA,52.3944961180721,45.8736582790779,41.5992198927352,35.507483885065,30.1442948951134,26.2346898459107,22.7630637079456,20.159803318992,17.5036806805169,15.6293706293706,14.3887553171814,12.6691508138851,12.0636232183433,87
"88",NA,51.1375106762948,44.6201688138605,40.2718943946409,34.2604856512141,28.8755658876789,25.1229562674465,21.4161849710983,19.1272051996286,16.9814419444901,15.1036178433439,13.4747813139773,12.2537431048069,11.0416666666667,88
"89",NA,49.8116760828625,43.5522896316874,39.2846497764531,33.0994542822141,27.3199703043801,24.0482573726542,20.7357859531773,18.1875,16.0740863237969,14.3663960465937,12.6264518546272,11.5430384767949,10.5174942384245,89
"90",NA,48.3748216267639,42.2234292956727,37.9376065803992,31.2978819287968,26.0706704956924,22.4901774827259,19.6216454025517,17.4650541856447,15.2130492676431,13.4280639431616,12.1896162528217,10.6986027944112,10.2671996633705,90
"91",NA,46.9739478957916,40.436657187414,36.6288492706645,29.7949886104784,25.0850018889309,21.0382139432954,18.544809228039,16.421452301851,14.4505770195685,12.4172481660404,11.2585291887794,10.3192130094359,9.61253440609782,91
"92",NA,45.7156727890606,38.9692250648869,34.8851517637408,28.5747126436782,23.3571064696893,20.0772200772201,17.4354381250933,15.4458598726115,13.6026936026936,11.8387909319899,10.3935804356133,9.4930317107655,8.94378194207837,92
"93",NA,44.0583510899852,37.2922730260069,33.2849138825482,26.6713254134638,21.606291091917,18.4379358437936,16.2154031287605,14.5099295323511,12.5572713388766,10.7686729514141,9.93669671973911,8.82293149014027,8.06002143622722,93
"94",NA,42.4473553307909,35.6036857604256,31.6110060911573,24.938126104891,20.057381324987,17.4218969884605,15.0886229359188,13.3441033925687,11.6823228010248,9.96532213907647,9.23671497584541,8.05725971370143,7.45850398792843,94
"95",NA,40.5407674867747,33.7597383860729,29.0474156343443,23.3555767397521,18.4599156118143,15.7939669891861,14.0372291730241,12.1804266406123,10.1811906816221,9.33480338110989,8.40630472854641,7.40893187898745,6.59579084400087,95
"96",NA,37.8433889602054,31.3441596556447,27.1410034602076,21.0093186494009,16.6666666666667,14.5355504587156,12.4576009867407,11.0326711541619,9.20938314509123,8.29937013708781,7.49166503235929,6.54379788776144,5.64181062759676,96
"97",NA,35.5366150634893,28.5771144278607,24.4390673119226,18.7492320923946,15.0775455158463,13.1636048025459,11.3201679365573,9.61379081717222,8.26764757400595,7.32436472346786,6.32411067193676,5.30825496342738,5.06050605060506,97
"98",NA,32.7192205491585,25.5271695052717,21.4197600089716,16.0790197549387,13.5238095238095,11.334016693513,9.50731937667244,8.36680053547523,7.00636942675159,6.03318250377074,5.18134715025907,4.79495268138801,4.42477876106195,98
"99",NA,28.6649690796653,21.5592515592516,17.8231448560615,13.9599695971624,11.2154696132597,9.15440630108486,7.92614992837816,6.54015587936293,5.19247985675918,4.83165303404984,4.33909200482121,3.97631133671743,3.69134978874805,99
"100",NA,22.578515514477,16.0008591065292,13.8490477310134,10.6052767718572,8.19949281487743,6.64953906604201,5.24781341107872,4.5360824742268,3.86980108499096,3.56868764389869,3.19773325237806,3.02385008517887,2.73052820053715,100
"101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101
